osm_id,code,fclass,name
9394318506,2512,clothes,express yourself
9394332117,2721,attraction,Jardin japonais naturel
9394337584,2593,vending_any,
9394337594,2033,recycling_clothes,
9394453276,2543,doityourself,Handwerker Center Josef Giger AG
9394453283,2252,pitch,
9394489705,2205,playground,
9394570225,2252,pitch,
9394576285,2205,playground,
9394577716,2302,fast_food,Pop Pizza
9394585457,2701,tourist_info,
9394619692,2904,fountain,
9394631517,2004,post_box,
9394847636,2906,waste_basket,
9394876506,2529,beauty_shop,Bo'Di
9394915737,2033,recycling_clothes,
9394964898,2902,bench,
9395173020,2902,bench,
9395188340,2404,guesthouse,B&B alle cantine
9395206415,2902,bench,
9395212859,2701,tourist_info,
9395262497,2906,waste_basket,
9395274718,2701,tourist_info,
9395281783,2902,bench,
9395325551,2701,tourist_info,
9396077941,2601,bank,Raiffeisen
9396096575,2561,hairdresser,Myst’Hair Coiffure
9396110729,2511,convenience,La Ménagère
9396114639,2082,school,Ecole
9396132428,2301,restaurant,L'union
9396398634,2501,supermarket,O.S Déstockage
9396398635,2301,restaurant,Le Centre Roche Sàrl
9396515988,2205,playground,
9396572033,2907,camera_surveillance,
9396621759,2904,fountain,
9396621760,2901,toilet,
9396621765,2904,fountain,
9396678439,2303,cafe,Bubble House
9396892747,2542,bicycle_shop,Störi 2-Rad-Center
9397061028,2906,waste_basket,
9397112141,2906,waste_basket,
9397116609,2592,vending_parking,
9397149585,2701,tourist_info,
9397350002,2741,picnic_site,
9397435305,2083,kindergarten,
9397463564,2902,bench,
9397463565,2902,bench,
9397547482,2701,tourist_info,Luterbach (Sportanlagen)
9397547487,2901,toilet,
9397547493,2592,vending_parking,
9397607987,2906,waste_basket,
9397607988,2303,cafe,Café 13 Etoiles
9397607989,2503,kiosk,Kiosk am Dorfrand
9397628321,2902,bench,
9397647116,2902,bench,
9397661184,2902,bench,
9397679767,2701,tourist_info,
9397788760,2302,fast_food,Brezelkönig
9397788760,2502,bakery,Brezelkönig
9398783237,2303,cafe,Manu's Cafe
9398831878,2593,vending_any,
9399094748,2541,car_dealership,Bickel Auto AG
9399094752,2701,tourist_info,
9399748403,2205,playground,
9399969755,2701,tourist_info,
9400235158,2205,playground,WALO Dampfwalze
9400399162,2906,waste_basket,
9400399163,2902,bench,
9400608281,2902,bench,
9400614324,2734,wayside_cross,
9400651595,2902,bench,
9400673371,2902,bench,
9400684555,2701,tourist_info,
9400684556,2701,tourist_info,
9400713335,2701,tourist_info,
9400746015,2734,wayside_cross,
9400746016,2031,recycling_glass,
9400780175,2902,bench,
9400780176,2902,bench,
9400789553,2902,bench,
9400789554,2902,bench,
9400789555,2902,bench,
9400789556,2902,bench,
9400882076,2701,tourist_info,
9400882077,2701,tourist_info,
9400981795,2701,tourist_info,
9401071938,2733,archaeological,Burgstelle Strickenberg
9401083516,2301,restaurant,PizzItalia
9401091572,2529,beauty_shop,Lu'cils à Cils Institut
9401860891,2902,bench,
9401976624,2902,bench,
9401976625,2902,bench,
9401976626,2902,bench,
9401976627,2902,bench,
9401976628,2902,bench,
9401976629,2902,bench,
9401976631,2902,bench,
9401976632,2902,bench,
9401976633,2902,bench,
9401976634,2902,bench,
9401976635,2902,bench,
9401976636,2902,bench,
9401976637,2902,bench,
9401976638,2902,bench,
9401976639,2902,bench,
9401976640,2902,bench,
9401976641,2902,bench,
9401976642,2902,bench,
9401981201,2902,bench,
9401981202,2902,bench,
9401981204,2252,pitch,
9402006662,2004,post_box,
9402006663,2593,vending_any,
9402006664,2593,vending_any,
9402006670,2741,picnic_site,
9402006700,2741,picnic_site,
9402013250,2903,drinking_water,
9402093807,2205,playground,
9402175777,2030,recycling,
9402175780,2902,bench,
9402175801,2906,waste_basket,
9402175802,2902,bench,
9402175812,2902,bench,
9402440719,2205,playground,
9402485381,2906,waste_basket,
9402571722,2902,bench,
9402836232,2701,tourist_info,
9402836233,2701,tourist_info,
9402836234,2701,tourist_info,
9403064531,2902,bench,
9403064533,2593,vending_any,
9403110633,2905,hunting_stand,
9403150538,2701,tourist_info,Moncrino Teleferica
9403150539,2701,tourist_info,Moncrino sud
9403150540,2701,tourist_info,Censo
9403158976,2903,drinking_water,
9403308795,2901,toilet,
9403319849,2901,toilet,
9403326908,2031,recycling_glass,
9403330486,2701,tourist_info,
9403330487,2902,bench,
9403330489,2902,bench,
9403402050,2512,clothes,La Fringu’othèque
9403406103,2701,tourist_info,Panorama vom Sulzchopf
9403406107,2902,bench,
9403406108,2902,bench,
9403406109,2902,bench,
9403406111,2902,bench,
9403406112,2902,bench,
9403406113,2902,bench,
9403406114,2902,bench,
9403406115,2902,bench,
9403406116,2902,bench,
9403433918,2902,bench,
9403433919,2902,bench,
9403433920,2902,bench,
9403433921,2902,bench,
9403433923,2902,bench,
9403433924,2902,bench,
9403433925,2902,bench,
9403433926,2902,bench,
9403433928,2902,bench,
9403433929,2902,bench,
9403433930,2902,bench,
9403433931,2902,bench,
9403433933,2902,bench,
9403433934,2902,bench,
9403433935,2902,bench,
9403433936,2902,bench,
9403433938,2902,bench,
9403433939,2902,bench,
9403433940,2902,bench,
9403433941,2902,bench,
9403433943,2902,bench,
9403433944,2902,bench,
9403433946,2902,bench,
9403526012,2301,restaurant,Mezzés
9403658164,2602,atm,
9403706664,2561,hairdresser,Coiffure Mousse
9403706681,2516,butcher,Hérensia
9403744296,2701,tourist_info,
9403744300,2734,wayside_cross,
9403807160,2724,memorial,2008 Souvenir Col Tr 10
9403810187,2701,tourist_info,"Réserve forestière ""La Souche"""
9403811572,2701,tourist_info,
9403817292,2701,tourist_info,"Réserve forestière ""La Souche"""
9403817293,2701,tourist_info,"Réserve forestière ""La Souche"""
9403826201,2902,bench,
9403826202,2701,tourist_info,Découverte de la nature à pieds nus
9404154593,2421,shelter,
9404220950,2421,shelter,
9404254993,2904,fountain,
9404300986,2421,shelter,
9404608102,2302,fast_food,Latour en Burger
9404720288,2301,restaurant,Venti Pizzeria
9404741359,2734,wayside_cross,
9404741360,2902,bench,
9404741361,2902,bench,
9404741362,2902,bench,
9404741364,2902,bench,
9404741365,2902,bench,
9404741464,2903,drinking_water,
9404751993,2602,atm,
9404756019,2901,toilet,
9404762503,2904,fountain,
9404777379,2593,vending_any,
9404777380,2593,vending_any,
9404782517,2902,bench,
9404850858,2902,bench,
9404850862,2902,bench,
9404850869,2902,bench,
9404850872,2902,bench,
9404850874,2902,bench,
9405169711,2512,clothes,Karmaoui
9405290398,2902,bench,
9405290399,2902,bench,
9405290400,2902,bench,
9405290401,2902,bench,
9405290402,2906,waste_basket,
9405290403,2906,waste_basket,
9405290404,2902,bench,
9405290405,2902,bench,
9405290406,2902,bench,
9405290407,2902,bench,
9405290410,2906,waste_basket,
9405408760,2512,clothes,Dubuis Confection
9405470705,2701,tourist_info,Wabern/Gurtenbahn
9405552674,2701,tourist_info,Sito del Sasso Gordona
9405572919,2031,recycling_glass,
9405572924,2305,bar,Tsirouc
9405572931,2522,sports_shop,Do-Sports
9405572932,2004,post_box,
9405572933,2004,post_box,
9405757651,2501,supermarket,Coop
9405803444,2701,tourist_info,
9405828856,2701,tourist_info,
9405828998,2701,tourist_info,
9405858096,2701,tourist_info,
9405862572,2701,tourist_info,
9405863044,2701,tourist_info,
9405863045,2701,tourist_info,
9407085678,2301,restaurant,La Passion
9407286274,2701,tourist_info,Schmidgasse 29
9407512991,2101,pharmacy,Faust pharmacie
9407605706,2701,tourist_info,Sur le Mont
9407605709,2701,tourist_info,Chez les Proz
9407605711,2701,tourist_info,Le Feylet - Ravoire
9407804011,2032,recycling_paper,
9407825118,2034,recycling_metal,
9407845711,2563,car_rental,CampBär Campervermietung
9407870937,2501,supermarket,Volg
9408217573,2541,car_dealership,Garage Cadosch AG
9408292893,2541,car_dealership,Zünd MobilCenter Widnau AG
9408349718,2701,tourist_info,
9408364490,2701,tourist_info,
9408364491,2701,tourist_info,
9408373088,2593,vending_any,
9408380619,2701,tourist_info,
9408402729,2593,vending_any,
9408686009,2592,vending_parking,
9409542176,2951,comms_tower,
9409542177,2951,comms_tower,
9409542178,2951,comms_tower,
9409542179,2951,comms_tower,
9409542180,2951,comms_tower,
9409951470,2701,tourist_info,
9409975283,2907,camera_surveillance,
9410124006,2902,bench,
9410124007,2902,bench,
9410124009,2902,bench,
9410124010,2902,bench,
9410124013,2902,bench,
9410297156,2030,recycling,
9410568297,2205,playground,
9410568298,2205,playground,
9410599730,2004,post_box,
9410607558,2004,post_box,
9410621385,2901,toilet,
9410653019,2511,convenience,Coop Pronto
9410653020,2030,recycling,
9411048506,2701,tourist_info,
9411064483,2701,tourist_info,
9411064484,2701,tourist_info,
9412315407,2030,recycling,
9412479114,2901,toilet,
9412656000,2521,gift_shop,Robbi's Schatztruhe
9412722809,2724,memorial,
9412722810,2902,bench,
9412752625,2120,doctors,Praxis am Lind
9412875918,2030,recycling,
9412960636,2602,atm,Thurgauer Kantonalbank
9412996085,2512,clothes,Monsieur Alain
9413024752,2304,pub,Tacave
9413124776,2568,laundry,
9413358880,2904,fountain,
9413358906,2904,fountain,
9413358912,2593,vending_any,
9413358913,2004,post_box,
9413358914,2906,waste_basket,
9413414891,2561,hairdresser,Scult Scalp
9413429449,2014,arts_centre,Espace La Velle
9413518756,2404,guesthouse,"BnB Villa ""Mon Repos"""
9413812823,2033,recycling_clothes,
9413859181,2529,beauty_shop,Unique Nails By May
9413994675,2566,bicycle_rental,Binzallee
9414664003,2511,convenience,La Vracrie
9414760018,2301,restaurant,Nunzio's Pizza
9414935704,2904,fountain,
9415508051,2522,sports_shop,Olympia Sport
9415620712,2202,nightclub,Mythic Club
9415738642,2516,butcher,Metzgerei Metzger
9415756800,2083,kindergarten,Kindergarten Schauenberg 1+2
9415791396,2516,butcher,"Metzgerei Metzger, Verkaufsladen"
9415816151,2516,butcher,"Metzgerei Metzger, Verkaufswagen"
9416309604,2120,doctors,Evolys
9416373510,2252,pitch,
9416405366,2205,playground,
9416405529,2902,bench,
9417237325,2404,guesthouse,Bed & Breakfast Bergsicht
9417445070,2511,convenience,Coop Pronto
9417474042,2541,car_dealership,Auto Niederhäuser
9417474044,2564,car_wash,
9417760410,2906,waste_basket,
9417838935,2701,tourist_info,Gachnang/Niederwil-Egelsee
9418128015,2724,memorial,Bourbaki-Denkmal Burgdorf
9418183817,2301,restaurant,Barbecue Coréen - Au Gourmand
9418308931,2030,recycling,
9418699985,2724,memorial,Bergführerdenkmal
9418749262,2005,post_office,Post 8622 Wetzikon ZH Oberwetzikon
9418808785,2902,bench,
9418808786,2902,bench,
9418808787,2902,bench,
9418808788,2902,bench,
9418808789,2902,bench,
9418808794,2906,waste_basket,
9419212472,2902,bench,
9419212473,2902,bench,
9419212474,2725,artwork,Der Sihlbogen
9419335308,2302,fast_food,Burgeramt
9419481067,2083,kindergarten,La Mezzanine
9419664860,2902,bench,
9419667902,2902,bench,
9419668418,2905,hunting_stand,
9419684202,2905,hunting_stand,
9420027015,2503,kiosk,k kiosk
9420034735,2511,convenience,Coop
9420158517,2901,toilet,
9420225250,2252,pitch,Pumptrack
9420239191,2030,recycling,
9420273936,2030,recycling,
9420273980,2030,recycling,
9420273981,2031,recycling_glass,
9420274084,2030,recycling,
9420274117,2030,recycling,
9420281554,2301,restaurant,Thai-Tuk-Tuk
9420281606,2725,artwork,
9420281607,2725,artwork,
